;GND-ID;Name_identifiziert;occupation_GND;birth_GND;gender;death_GND;country_GND;country_norm
439;1121683894;Lindner, Christian;Schriftsteller;1949-02-09;Männlich;;Deutschland;D
440;121383261;Houellebecq, Michel;"Agraringenieur; Schriftsteller; Fotograf";1958-02-26;Männlich;;Frankreich;
441;118577409;Manzoni, Alessandro;Schriftsteller;1785-03-07;Männlich;1873-05-22;Italien;
442;119234173;Mohr, Max;"Arzt; Schriftsteller";1891-10-17;Männlich;1937-11-13;"China; Deutschland";D
443;118623362;Torberg, Friedrich;"Schriftsteller; Publizist; Herausgeber; Theaterkritiker; Übersetzer";1908-09-16;Männlich;1979-11-10;"Portugal; Tschechoslowakei; Österreich; USA";Ö
444;118604376;Ryff, Walther Hermann;"Botaniker; Arzt; Schriftsteller; Humanist; Mathematiker";1500;Männlich;1548-09-29;Deutschland;D
445;118541358;Graf, Oskar Maria;Schriftsteller;1894-07-22;Männlich;1967-06-28;"USA; Tschechische Republik; Österreich; Deutschland";D,Ö
446;118829637;Apitz, Bruno;"Widerstandskämpfer; Redakteur; Schauspieler; Kommunist; Dramaturg; Schriftsteller";1900-04-28;Männlich;1979-04-07;Deutschland;D
447;120020513;Meinecke, Thomas;"Musiker; Moderator; Schriftsteller";1955;Männlich;;Deutschland;D
448;118587080;Nestroy, Johann;"Schriftsteller; Opernsänger; Komponist; Librettist; Schauspieler; Theaterdirektor; Dramatiker";1801-12-07;Männlich;1862-05-15;Österreich;Ö
449;118637460;Zweig, Friderike Maria;Schriftsteller;1882-12-04;Weiblich;1971-01-18;"USA; Österreich";Ö
450;116296240;Körber, Lili;"Journalist; Schriftsteller";1897-02-25;Weiblich;1982-10-11;"Österreich; Europa; Frankreich; USA";Ö,S
451;132957078;Cotten, Ann;"Übersetzer; Schriftsteller";1982;Weiblich;;"Österreich; Deutschland; USA";D,Ö
452;1026456800;Akhtar, Ayad;"Dramatiker; Schauspieler; Schriftsteller";1970;Männlich;;USA;
453;118515551;Broch, Hermann;"Journalist; Schriftsteller; Textilingenieur; Philosoph; Kulturphilosoph";1886-11-01;Männlich;1951-05-30;"Österreich; USA";Ö
454;118601032;Rimbaud, Arthur;"Schriftsteller; Librettist";1854-10-20;Männlich;1891-11-10;Frankreich;
455;124061370;Raspail, Jean;"Schriftsteller; Journalist";1925-07-05;Männlich;2020-06-13;Frankreich;
456;118691724;Fleming, Ian;Schriftsteller;1908-05-28;Männlich;1964-08-12;Großbritannien;
457;1015710166;Cole, Teju;"Schriftsteller; Fotograf; Kunsthistoriker";1975;Männlich;;"USA; Afrika";
458;118625527;Unruh, Fritz von;"Redner; Offizier; Pazifist; Maler; Drehbuchautor; Dramatiker; Lyriker; Schriftsteller";1885-05-10;Männlich;1970-11-28;"USA; Frankreich; Deutschland; Italien";D
459;12339371X;Čapek, Karel;Schriftsteller;1930;Männlich;;Tschechische Republik;
460;118607960;Schlegel, August Wilhelm von;"Schriftsteller; Kritiker; Übersetzer; Philologe; Orientalist; Librettist; Hochschullehrer; Literaturwissenschaftler";1767-09-08;Männlich;1845-05-12;Deutschland;D
461;11880975X;Wiesel, Elie;"Korrespondent; Schriftsteller; Hochschullehrer";1928-09-30;Männlich;2016-07-02;"Juden; Frankreich; USA; Rumänien";
462;124287646;Herrndorf, Wolfgang;"Zeichner; Schriftsteller; Maler";1965-06-12;Männlich;2013-08-26;Deutschland;D
463;118819542;Rebhun, Paul;"Dramatiker; Katechet; Schriftsteller; Pfarrer; Superintendent";1505;Männlich;1546;Deutschland;D
464;12871977X;Scherer, Marie-Luise;"Schriftsteller; Journalist";1938-10-15;Weiblich;2022-12-17;Deutschland;D
465;118753444;Stelzhamer, Franz;Schriftsteller;1802-11-29;Männlich;1874-07-14;Österreich;Ö
466;118628860;Walser, Robert;"Librettist; Schriftsteller";1878-04-15;Männlich;1956-12-25;"Deutschland; Europa";D,S
467;118585940;Musset, Alfred de;Schriftsteller;1810-12-11;Männlich;1857-05-02;Frankreich;
468;1205166688;Richter, Jean Paul Friedrich;"Lyriker; Schriftsteller; Librettist";1763-03-21;Männlich;1825-11-14;Deutschland;D
469;121274942;Brakoniecki, Kazimierz;"Schriftsteller; Publizist";1952;Männlich;;Polen;
470;1083038818;Williamson, Lisa;Schriftsteller;1980;Weiblich;;Großbritannien;
471;123626129;Mauz, Christoph;"Schauspieler; Interpret; Kinderbuchautor; Schriftsteller";1971;Männlich;;Österreich;Ö
472;118502751;Anders, Günther;"Musiker; Komponist; Literaturwissenschaftler; Übersetzer; Philosoph; Zeichner; Lyriker; Kulturkritiker; Journalist; Schriftsteller";1902-07-12;Männlich;1992-12-17;"Deutschland; Österreich; Frankreich; USA";D,Ö
473;118803336;Polenz, Wilhelm von;Schriftsteller;1861-01-14;Männlich;1903-11-13;Deutschland;D
474;118616587;Stadler, Ernst;"Übersetzer; Literaturwissenschaftler; Schriftsteller";1883-08-11;Männlich;1914-10-30;Deutschland;D
475;118525727;Dilthey, Wilhelm;"Literarhistoriker; Philosoph; Hochschullehrer; Schriftsteller";1833-11-19;Männlich;1911-10-01;Deutschland;D
476;118614401;Simenon, Georges;"Fotograf; Kriminalschriftsteller; Schriftsteller; Journalist";1903-02-13;Männlich;1989-09-04;"Belgien; Europa";S
477;118554700;Humboldt, Alexander von;"Geheimer Rat; Arzt; Forschungsreisender; Naturwissenschaftler; Gelehrter; Geograf; Schriftsteller";1769-09-14;Männlich;1859-05-06;Deutschland;D
478;129664553;Çakır, Seher;"Schriftsteller; Lyriker";1971;Weiblich;;"Österreich; Türkei";Ö
479;11872780X;Lessing, Theodor;"Arzt; Theaterkritiker; Schriftsteller; Hochschullehrer; Publizist; Philosoph; Lehrer";1872-02-08;Männlich;1933-08-30;"Tschechische Republik; Deutschland";D
480;118603140;Roth, Joseph;"Journalist; Schriftsteller; Soldat";1894-09-02;Männlich;1939-05-27;"Österreich; Frankreich; Deutschland; Ukraine";D,Ö
481;11858104X;Mereau, Sophie;"Schriftsteller; Übersetzer; Lyriker";1770-03-28;Weiblich;1806-10-31;Deutschland;D
482;124712193;Haratischwili, Nino;"Dramatiker; Schriftsteller; Theaterregisseur; Übersetzer";1983-06-08;Weiblich;;"Asien; Deutschland";D
483;118797395;Sinclair, Upton;Schriftsteller;1878-09-20;Männlich;1968-11-25;USA;
484;100232000;Prehauser, Gottfried;"Dramatiker; Schriftsteller; Schauspieler";1699-10-08;Männlich;1769-01-29;"Deutschland; Österreich";D,Ö
485;118832891;Lichtenstein, Alfred;"Schriftsteller; Lyriker";1889-08-23;Männlich;1914-09-25;Deutschland;D
486;11904157X;Widmer, Urs;"Literaturkritiker; Schriftsteller; Übersetzer; Dramatiker; Lektor <Verlag>; Regisseur";1938-05-21;Männlich;2014-04-02;"Deutschland; Europa";D,S
487;107640104;Villain, Jean;Schriftsteller;1928;Männlich;2006;"Deutschland; Europa";D,S
488;120565528;Becker, Artur;"Lyriker; Übersetzer; Schriftsteller";1968;Männlich;;"Deutschland; Polen";D
489;123228050;Dangarembga, Tsitsi;"Regisseur; Schriftsteller";1959-02-14;Weiblich;;"Simbabwe; Großbritannien";
490;10692981X;Paoli, Betty;"Lyriker; Schriftsteller";1814-12-30;Weiblich;1894-07-05;Österreich;Ö
491;119511231;Kempe, Martin von;"Schriftsteller; Philologe";1642-06-05;Männlich;1683-07-31;Deutschland;D
492;119524678;Menasse, Robert;"Schriftsteller; Romancier; Essayist";1954;Männlich;;Österreich;Ö
493;121111342;Schäfer, Frank;"Musikkritiker; Schriftsteller; Literaturkritiker; Journalist";1966;Männlich;;Deutschland;D
494;119449072;Gottschall, Rudolf von;"Philosoph; Jurist; Literarhistoriker; Schriftsteller; Dramaturg";1823-09-30;Männlich;1909-03-21;Deutschland;D
495;118200283;Büscher, Wolfgang;"Schriftsteller; Redakteur; Reiseschriftsteller; Journalist";1951-05-20;Männlich;;Deutschland;D
496;118507109;Bataille, Georges;"Schriftsteller; Essayist";1897-09-10;Männlich;1962-08-09;Frankreich;
497;119015269;Gaddis, William;Schriftsteller;1922;Männlich;1998-12-16;USA;
498;11853789X;Gautier, Théophile;"Schriftsteller; Kunstkritiker; Kritiker";1811-08-30;Männlich;1872-10-23;Frankreich;
499;118500775;Adorno, Theodor W.;"Hochschullehrer; Musikwissenschaftler; Schriftsteller; Philosoph; Komponist; Soziologe";1903-09-11;Männlich;1969-08-06;"USA; Deutschland; Österreich; Europa";D,Ö,S
500;121686876;Moers, Walter;"Künstler; Schriftsteller; Comiczeichner; Drehbuchautor";1957-05-24;Männlich;;Deutschland;D
501;118922335;Duden, Anne;Schriftsteller;1942;Weiblich;;"Deutschland; Großbritannien";D
502;119000016;Kronauer, Brigitte;"Lehrer; Schriftsteller";1940-12-29;Weiblich;2019-07-22;Deutschland;D
503;119053071;Müller, Herta;"Künstler; Schriftsteller";1953;Weiblich;;"Deutschland; Rumänien";D
504;11904210X;Ludwig, Volker;"Schriftsteller; Drehbuchautor; Dramatiker; Librettist";1937;Männlich;;Deutschland;D
505;124742823;Berg, Sibylle;"Dramatiker; Kolumnist; Schriftsteller";1962-06-02;Weiblich;;"Deutschland; Europa";D,S
506;121382893;McCarten, Anthony;"Schriftsteller; Autor";1961;Männlich;;"Neuseeland; Großbritannien; USA";
507;118550691;Heym, Stefan;"Politiker; Schriftsteller; Journalist; Lyriker";1913-04-10;Männlich;2001-12-16;"USA; Israel; Juden; Deutschland";D
508;11852884X;Eco, Umberto;"Hochschullehrer; Philosoph; Schriftsteller";1932-01-05;Männlich;2016-02-19;Italien;
509;1240907311;Forti, Laura;"Dramaturg; Schriftsteller";1966;Weiblich;;Italien;
510;118733974;Miłosz, Czesław;"Nobelpreisträger; Schriftsteller; Übersetzer";1911-06-30;Männlich;2004-08-14;Polen;
511;120207931;Fian, Antonio;"Dramatiker; Schriftsteller";1956;Männlich;;Österreich;Ö
512;116129689;Berg, Leo;"Kritiker; Übersetzer; Journalist; Schriftsteller";1862;Männlich;1908;"Juden; Deutschland";D
513;119501651;Goetz, Rainald;"Psychologe; Musiker; Historiker; Schriftsteller; Librettist";1954;Männlich;;Deutschland;D
514;118574078;Lohenstein, Daniel Casper von;"Schriftsteller; Jurist";1635-01-05;Männlich;1683-04-28;Deutschland;D
515;118596799;Proust, Marcel;"Schriftsteller; Literaturkritiker; Essayist";1871-07-10;Männlich;1922-11-18;Frankreich;
516;117116955;Schubin, Ossip;Schriftsteller;1854-06-17;Weiblich;1934-02-10;"Österreich; Tschechische Republik";Ö
517;118667653;Cendrars, Blaise;"Schriftsteller; Abenteurer";1887;Männlich;1961;"Frankreich; Europa";S
518;11862136X;Tergit, Gabriele;"Sekretär; Schriftsteller; Journalist";1894-03-04;Weiblich;1982-07-25;"Deutschland; Israel; Großbritannien";D
519;118510169;Bertuch, Friedrich Justin;"Unternehmer; Schriftsteller; Buchhändler; Freimaurer; Verleger";1747-09-30;Männlich;1822-04-03;Deutschland;D
520;128589191;Jaroschka, Markus;"Lyriker; Schriftsteller";1942;Männlich;;Österreich;Ö
521;137350880;Asher, Jay;"Schriftsteller; Kinderbuchautor; Jugendbuchautor";1975-09-30;Männlich;;USA;
522;14047076X;Rommel, Otto;"Schriftsteller; Literarhistoriker; Lehrer; Herausgeber";1880-06-12;Männlich;1965-09-06;Österreich;Ö
523;118579207;Maupassant, Guy de;"Schriftsteller; Journalist";1850-08-05;Männlich;1893-07-06;Frankreich;
524;118763687;Ungar, Hermann;"Jurist; Schriftsteller; Diplomat";1893-04-20;Männlich;1929-10-28;Tschechische Republik;
525;123384923;Gruber, Marianne;Schriftsteller;1944;Weiblich;;Österreich;Ö
526;118588893;Novalis;"Geologe; Librettist; Bergingenieur; Schriftsteller; Philosoph";1772-05-02;Männlich;1801-03-25;Deutschland;D
527;11879695X;Shelley, Mary;Schriftsteller;1797-08-30;Weiblich;1851-02-01;Großbritannien;
528;129096164;Peter, Johann;"Lehrer; Schriftsteller; Heimatschriftsteller";1858-02-23;Männlich;1935-02-14;"Tschechische Republik; Österreich";Ö
529;11856109X;Keller, Gottfried;"Schriftsteller; Librettist; Maler; Lyriker";1819-07-19;Männlich;1890-07-15;"Deutschland; Europa";D,S
530;12363816X;Bodrožić, Marica;"Übersetzer; Schriftsteller";1973;Weiblich;;"Kroatien; Deutschland";D
531;118632779;Wilde, Oscar;"Schriftsteller; Dramatiker; Librettist; Lyriker";1854-10-16;Männlich;1900-11-30;"Großbritannien; Irland; Frankreich";
532;115366490;Nolde, Heiderose E.;Schriftsteller;1945;Unbekannt;;;
533;120738864;Dyer, Geoff;"Schriftsteller; Journalist";1958;Männlich;;Großbritannien;
534;120236974;Willemsen, Roger;"Schauspieler; Literaturwissenschaftler; Filmproduzent; Hochschullehrer; Regisseur; Moderator; Schriftsteller; Sprecher; Librettist";1955-08-15;Männlich;2016-02-07;"Deutschland; Großbritannien";D
535;115583556;Lange-Müller, Katja;Schriftsteller;1951;Weiblich;;Deutschland;D
536;118568043;Kundera, Milan;"Schriftsteller; Hochschullehrer";1929-04-01;Männlich;2023-07-11;"Tschechische Republik; Frankreich; Tschechoslowakei";
537;11893466X;Ford, Richard;Schriftsteller;1944;Männlich;;USA;
538;118961446;Spiess, Christian Heinrich;"Schauspieler; Erzähler; Sprecher; Romancier; Schriftsteller";1755-04-04;Männlich;1799-08-17;Deutschland;D
539;118720309;Happel, Eberhard Werner;"Schriftsteller; Historiker";1647-08-10;Männlich;1690-05-15;Deutschland;D
540;119208466;Maar, Paul;"Illustrator; Übersetzer; Schriftsteller; Librettist; Drehbuchautor; Kinderbuchautor";1937-12-13;Männlich;;Deutschland;D
541;118517902;Busch, Wilhelm;"Schriftsteller; Evangelischer Theologe; Evangelist; Pfarrer";1897-03-27;Männlich;1966-06-20;Deutschland;D
542;134259742;Schmitzer, Stefan;"Schriftsteller; Herausgeber";1979;Männlich;;Österreich;Ö
543;12893252X;Stangl, Thomas;Schriftsteller;1966;Männlich;;Österreich;Ö
544;11861794X;Sterne, Laurence;"Journalist; Pfarrer; Schriftsteller";1713-11-24;Männlich;1768-03-18;"Großbritannien; Irland";
545;107088207;Rhoden, Emmy von;"Jugendbuchautor; Schriftsteller";1829-11-15;Weiblich;1885-04-07;Deutschland;D
546;118552759;Hofmannsthal, Hugo von;"Dramatiker; Schriftsteller; Essayist; Lyriker; Librettist; Philologe";1874-02-01;Männlich;1929-07-15;Österreich;Ö
547;1045587303;Akrap, Doris;"Religionswissenschaftler; Schriftsteller; Journalist; Kulturwissenschaftler";1974;Weiblich;;Deutschland;D
548;118559230;Kafka, Franz;"Schriftsteller; Jurist; Librettist";1883-07-03;Männlich;1924-06-03;"Tschechische Republik; Österreich";Ö
549;117389102;Wulffen, Erich;"Jurist; Ministerialdirektor; Politiker; Schriftsteller; Drehbuchautor; Kriminologe";1862-10-03;Männlich;1936-07-10;Deutschland;D
550;11855624X;Zʹaboṭinsḳi, Zeʾev;"Journalist; Übersetzer; Schriftsteller; Politiker; Zionist; Militär";1880-10-17;Männlich;1940-08-04;"Israel; Russland; Ukraine";
551;118539124;Gide, André;"Dramatiker; Übersetzer; Schriftsteller; Literaturkritiker; Lyriker; Nobelpreisträger";1869-01-22;Männlich;1951-02-19;Frankreich;
552;118630369;Weise, Christian;"Pädagoge; Gymnasiallehrer; Schriftsteller; Dramatiker; Rektor; Librettist; Bibliothekar";1642-04-30;Männlich;1708-10-17;Deutschland;D
553;118641182;Moscherosch, Johann Michael;Schriftsteller;1601-03-05;Männlich;1669-04-04;Deutschland;D
554;118569767;La Roche, Sophie von;Schriftsteller;1730-12-06;Weiblich;1807-02-18;Deutschland;D
555;118784382;Modiano, Patrick;"Nobelpreisträger; Drehbuchautor; Schriftsteller";1945-07-30;Männlich;;Frankreich;
556;118638289;Čechov, Anton Pavlovič;"Schriftsteller; Arzt; Librettist";1860-01-29;Männlich;1904-07-15;"Russland; Deutschland";D
557;118601024;Rilke, Rainer Maria;"Lyriker; Schriftsteller";1875-12-04;Männlich;1926-12-29;"Deutschland; Österreich; Tschechische Republik; Frankreich";D,Ö
558;118676334;Claudius, Hermann;"Librettist; Lehrer; Schriftsteller";1878-10-19;Männlich;1980-09-08;Deutschland;D
559;118607871;Schlaf, Johannes;"Librettist; Dramatiker; Übersetzer; Schriftsteller";1862-06-21;Männlich;1941-02-02;Deutschland;D
560;118856286;Tremel-Eggert, Kuni;"Schriftsteller; Nationalsozialist";1889-01-24;Weiblich;1957-04-14;Deutschland;D
561;118512749;Börne, Ludwig;"Schriftsteller; Publizist";1786;Männlich;1837;"Deutschland; Frankreich";D
562;11876442X;Hoddis, Jakob van;"Schriftsteller; Librettist; Lyriker";1887;Männlich;1942;Deutschland;D
563;117345563;Thomas, Adrienne;"Schriftsteller; Romanschriftsteller";1897-06-24;Weiblich;1980-11-07;"USA; Frankreich; Österreich; Deutschland";D,Ö
564;118619314;Strindberg, August;"Librettist; Künstler; Schriftsteller; Maler";1849-01-22;Männlich;1912-05-14;Schweden;
565;11891118X;Pastior, Oskar;"Lyriker; Zeichner; Librettist; Rundfunkredakteur; Schriftsteller; Übersetzer";1927-10-20;Männlich;2006-10-04;"Deutschland; Rumänien";D
566;123821762;Gomringer, Nora;"Schriftsteller; Performancekünstler; Lyriker";1980-01-26;Weiblich;;"Deutschland; Europa";D,S
567;118582267;Miegel, Agnes;"Lyriker; Schriftsteller; Journalist; Redakteur";1879-03-09;Weiblich;1964-10-26;Deutschland;D
568;11937160X;Ehrmann, Marianne;"Publizist; Schriftsteller; Schauspieler";1755-11-25;Weiblich;1795-08-14;"Deutschland; Europa";D,S
569;118871269;Cixous, Hélène;"Anglist; Schriftsteller; Dramatiker; Hochschullehrer; Philosoph; Schauspieler";1937;Weiblich;;"Algerien; Frankreich";
570;122888162;Muszer, Dariusz;"Schriftsteller; Journalist; Schauspieler; Regisseur; Übersetzer; Musikant";1959-03-29;Männlich;;"Polen; Deutschland";D
571;118533886;Fleißer, Marieluise;"Dramatiker; Schriftsteller";1901-11-23;Weiblich;1974-02-02;Deutschland;D
572;118620126;Suttner, Bertha von;"Pazifist; Schriftsteller; Nobelpreisträger";1843-06-09;Weiblich;1914-06-21;"Österreich; Tschechische Republik";Ö
573;118531905;Fallada, Hans;"Schriftsteller; Übersetzer; Rendant; Buchhalter; Journalist";1893-07-21;Männlich;1947-02-05;Deutschland;D
574;118546619;Hasenclever, Walter;"Dramatiker; Drehbuchautor; Lyriker; Schriftsteller; Schauspieler";1890-07-08;Männlich;1940-06-21;"Großbritannien; Italien; Deutschland; Frankreich";D
575;118658034;Bellamy, Edward;"Schriftsteller; Sozialreformer";1850;Männlich;1898;USA;
576;118577158;Mann, Klaus;"Schriftsteller; Journalist; Theaterkritiker";1906-11-18;Männlich;1949-05-22;"Deutschland; USA";D
577;121112861;Vertlib, Vladimir;"Schriftsteller; Soziologe; Übersetzer";1966;Männlich;;"Österreich; Russland";Ö
578;120231336;Braun, Christina von;"Regisseur; Schriftsteller; Kulturwissenschaftler";1944-06-27;Weiblich;;"Deutschland; Frankreich";D
579;118826433;Drewermann, Eugen;"Psychoanalytiker; Schriftsteller; Priester; Theologe";1940;Männlich;;Deutschland;D
580;118572032;Le Sage, Alain René;"Dramatiker; Romancier; Schriftsteller";1668-12-13;Unbekannt;1747-11-17;Frankreich;
581;118956299;Ransmayr, Christoph;Schriftsteller;1954-03-20;Männlich;;"Irland; Österreich";Ö
582;120878518;Tawada, Yōko;Schriftsteller;1960;Weiblich;;"Japan; Deutschland";D
583;11855736X;Jensen, Wilhelm;"Dramatiker; Redakteur; Erzähler; Schriftsteller";1837-02-15;Männlich;1911-11-24;Deutschland;D
584;118692321;Fouqué, Caroline de La Motte-;Schriftsteller;1775-10-07;Weiblich;1831-07-21;Deutschland;D
585;118509047;Benn, Gottfried;"Schriftsteller; Arzt";1886-05-02;Männlich;1956-07-07;Deutschland;D
586;118540424;Gogolʹ, Nikolaj Vasilʹevič;"Schriftsteller; Librettist";1809-04-01;Männlich;1852-03-04;"Italien; Russland";
587;118629867;Wedekind, Frank;"Schauspieler; Schriftsteller; Komponist; Dramatiker; Liederdichter";1864-07-24;Männlich;1918-03-09;Deutschland;D
588;120202573;Kneip, Matthias;"Germanist; Journalist; Schriftsteller; Lyriker";1969;Männlich;;Deutschland;D
589;118538659;Gerhardt, Paul;"Librettist; Komponist; Evangelischer Theologe; Schriftsteller; Kirchenlieddichter; Pfarrer";1607-03-12;Männlich;1676-05-27;Deutschland;D
590;118552961;Holberg, Ludvig;"Historiker; Schriftsteller";1684-12-03;Männlich;1754-01-28;"Dänemark; Deutschland";D
591;11881544X;Horstmann, Ulrich;"Schriftsteller; Hochschullehrer; Anglist; Übersetzer";1949-05-31;Männlich;;"USA; Deutschland";D
592;118597221;Pynchon, Thomas;Schriftsteller;1937-05-08;Männlich;;USA;
593;118637223;Zola, Émile;"Librettist; Fotograf; Schriftsteller; Journalist; Kunstkritiker";1840-04-02;Männlich;1902-09-28;"Großbritannien; Frankreich";
594;118533797;Fleck, Konrad;Schriftsteller;;Männlich;;Deutschland;D
595;120669013;Duvanel, Adelheid;"Schriftsteller; Künstler";1936;Weiblich;1996;Europa;S
596;118731092;Marlitt, E.;"Sänger; Schriftsteller";1825-12-05;Weiblich;1887-06-22;Deutschland;D
597;118562487;Kirsch, Sarah;"Librettist; Lyriker; Schriftsteller; Maler; Biolog";1935-04-16;Weiblich;2013-05-05;Deutschland;D
598;119013231;Malouf, David;"Schriftsteller; Librettist";1934;Männlich;;Australien;
599;118545574;Handke, Peter;"Drehbuchautor; Zeichner; Lyriker; Regisseur; Essayist; Schriftsteller; Romancier; Nobelpreisträger; Übersetzer; Dramatiker; Librettist";1942-12-06;Männlich;;Österreich;Ö
600;116782544;Frey, Adolf;"Literaturkritiker; Literarhistoriker; Schriftsteller; Erzähler; Hochschullehrer; Lyriker; Philologe";1855-02-18;Männlich;1920-02-12;Europa;S
601;121621936;Ṣôran, Gavrîʾēl;"Literaturwissenschaftler; Übersetzer; Schriftsteller";1947;Männlich;;Israel;
602;118532022;Fassbinder, Rainer Werner;"Regisseur; Schauspieler; Schriftsteller; Drehbuchautor";1945-05-31;Männlich;1982-06-10;Deutschland;D
603;118696734;Gottsched, Luise Adelgunde Victorie;"Übersetzer; Dramatiker; Schriftsteller";1713-04-11;Weiblich;1762-06-26;"Deutschland; Polen";D
604;1060397730;Parys, Magdalena;"Übersetzer; Schriftsteller; Journalist";1971;Weiblich;;"Deutschland; Polen";D
605;118734687;Neutsch, Erik;"Drehbuchautor; Schriftsteller";1931-06-21;Männlich;2013-08-20;Deutschland;D
606;120849607;Lebert, Benjamin;"Schriftsteller; Kinderbuchautor";1982-01-09;Männlich;;Deutschland;D
607;1050699882;John, Johannes;Schriftsteller;1881;Männlich;;Deutschland;D
608;120639750;Göttert, Karl-Heinz;"Germanist; Schriftsteller; Übersetzer; Organist";1943;Männlich;;Deutschland;D
609;118530534;Enzensberger, Hans Magnus;"Biograf; Lektor <Verlag>; Lyriker; Übersetzer; Rundfunkredakteur; Schriftsteller";1929-11-11;Männlich;2022-11-24;Deutschland;D
610;133140695;Schorlau, Wolfgang;Schriftsteller;1951;Männlich;;Deutschland;D
611;115646000;Roth, Patrick;"Filmregisseur; Schriftsteller; Filmproduzent";1953;Männlich;;"USA; Deutschland";D
612;118632108;Wezel, Johann Carl;"Pädagoge; Schriftsteller";1747-10-31;Männlich;1819-01-28;Deutschland;D
613;118822896;Soyfer, Jura;"Dramatiker; Lyriker; Schriftsteller";1912-08-12;Männlich;1939-02-16;Österreich;Ö
614;118502921;Andreas-Salomé, Lou;"Schriftsteller; Psychoanalytiker";1861-02-12;Weiblich;1937-02-05;"Deutschland; Russland";D
615;118744690;Reuter, Christian;Schriftsteller;1665;Männlich;1712;Deutschland;D
616;136567061;Janstein, Elisabeth von;"Schriftsteller; Journalist";1893-10-19;Weiblich;1944-12-31;Österreich;Ö
617;118583107;Mörike, Eduard;"Schriftsteller; Pfarrer; Zeichner; Librettist; Liederdichter; Übersetzer; Lehrer; Prosaist; Lyriker";1804-09-08;Männlich;1875-06-04;Deutschland;D
618;118762974;Schwarz, Sibylle;Schriftsteller;1621-02-14;Weiblich;1638-07-31;Deutschland;D
619;118632477;Wieland, Christoph Martin;"Übersetzer; Hochschullehrer; Pädagoge; Schriftsteller; Dramatiker";1733-09-05;Männlich;1813-01-20;Deutschland;D
620;118502832;Anderson, Sherwood;Schriftsteller;1876-09-13;Männlich;1941-03-08;USA;
621;118778056;Kristeva, Julia;"Linguist; Literaturwissenschaftler; Philologe; Schriftsteller; Psychoanalytiker";1941;Weiblich;;"Bulgarien; Frankreich; Kanada; USA";
622;118575449;Luther, Martin;"Theologe; Reformator; Schriftsteller; Komponist; Übersetzer";1483-11-10;Männlich;1546-02-18;Deutschland;D
623;118728350;Lind, Jakov;"Schauspieler; Schriftsteller";1927-02-10;Männlich;2007-02-17;"Niederlande; Österreich; Großbritannien";Ö
624;118555707;Ionesco, Eugène;"Schriftsteller; Lehrer; Übersetzer";1909-11-26;Männlich;1994-03-28;"Rumänien; Frankreich";
625;118630423;Weiskopf, Franz C.;"Journalist; Schriftsteller; Lyriker; Übersetzer";1900-04-03;Männlich;1955-09-14;"USA; Deutschland; Tschechische Republik; Deutschland (DDR)";D
626;118501038;ʿAgnon, Shemuʾel Yosef;"Nobelpreisträger; Schriftsteller";1888-07-17;Männlich;1970-02-17;"Israel; Juden";
627;121621251;Millesi, Hanno;"Künstler; Schriftsteller";1966;Männlich;;Österreich;Ö
628;118566997;Krolow, Karl;"Essayist; Librettist; Schriftsteller; Übersetzer; Lyriker; Kritiker";1915-03-11;Männlich;1999-06-21;Deutschland;D
629;118519859;Celan, Paul;"Lyriker; Übersetzer; Lektor <Verlag>; Schriftsteller";1920-11-23;Männlich;1970-04-28;"Rumänien; Frankreich; Deutschland; Österreich";D,Ö
630;118546864;Hauff, Wilhelm;Schriftsteller;1802-11-29;Männlich;1827-11-18;Deutschland;D
631;118533754;Flaubert, Gustave;Schriftsteller;1821-12-12;Männlich;1880-05-08;Frankreich;
632;123707471;Geißler, Heike;Schriftsteller;1977;Weiblich;;Deutschland;D
633;118701223;Hamerling, Robert;"Schriftsteller; Übersetzer; Lehrer";1830-03-24;Männlich;1889-07-13;Österreich;Ö
634;118765701;Šklovskij, Viktor Borisovič;"Schriftsteller; Drehbuchautor";1893;Männlich;1984;"Sowjetunion; Russland";
635;115546456;Pfeil, Johann Gottlob Benjamin;"Jurist; Schriftsteller; Amtmann";1732-11-10;Unbekannt;1800-09-28;Deutschland;D
636;119208482;Kusz, Fitzgerald;"Germanist; Anglist; Musiker; Mundartschriftsteller; Schriftsteller; Lehrer; Dramatiker; Drehbuchautor";1944;Männlich;;Deutschland;D
637;119012278;Ernaux, Annie;Schriftsteller;1940;Weiblich;;Frankreich;
638;119196778;Groner, Auguste;"Lehrer; Schriftsteller";1850-04-16;Weiblich;1929-03-07;Österreich;Ö
639;118771272;Wolzogen, Karoline von;Schriftsteller;1763-02-03;Weiblich;1847-01-11;Deutschland;D
640;137470150;Roßbacher, Verena;Schriftsteller;1979;Weiblich;;"Europa; Deutschland; Österreich";D,Ö,S
641;124214347;Obexer, Margareth;Schriftsteller;1970-08-13;Weiblich;;"Italien; Deutschland";D
642;118688227;Ehrenstein, Albert;Schriftsteller;1886-12-23;Männlich;1950-04-08;"Europa; USA; Tschechoslowakei; Österreich";Ö,S
643;116385782;Bräunig, Werner;"Lyriker; Drehbuchautor; Schriftsteller";1934-05-12;Männlich;1976-08-14;Deutschland;D
644;1158602677;Bennett, Brit;Schriftsteller;1990;Weiblich;;USA;
645;118577883;Marie, de France;Schriftsteller;1135;Unbekannt;1200;Frankreich;
