;Bevorzugter Name;Ländercode;Beruf oder Beschäftigung;GND-Nummer;Geburtsdatum;Geschlecht;Austrian;German;Swiss;Land
545;Dill, Ueli;Europa;"Klassischer Philologe; Historiker";1085159817;1962;Männlich;0.0;0.0;1.0;S
546;Vischer, Friedrich Theodor;Deutschland;"Philosoph; Schriftsteller; Theologe; Abgeordneter; Lyriker";11862721X;1807-06-30;Männlich;0.0;1.0;0.0;D
547;Renan, Ernest;Frankreich;"Orientalist; Philosoph; Historiker; Religionswissenschaftler; Schriftsteller";118744496;1823-02-27;Männlich;0.0;0.0;0.0;
548;Muller, Robert;Frankreich;Germanist;1033886343;1902;Männlich;0.0;0.0;0.0;
549;Feldmann, Susanne;Deutschland;"Kulturwissenschaftler; Dramaturg";1222767783;;Weiblich;0.0;1.0;0.0;D
551;Lüthi, Hans Jürg;Europa;"Germanist; Hochschullehrer";1082507385;1917;Männlich;0.0;0.0;1.0;S
552;Spindler, Karl;Deutschland;"Publizist; Romancier; Erzähler; Schriftsteller; Schauspieler; Schriftsteller";119164043;1796-10-16;Männlich;0.0;1.0;0.0;D
553;Williams, Tennessee;USA;"Schriftsteller; Dramatiker";118633333;1911-03-26;Männlich;0.0;0.0;0.0;
554;Gomringer, Eugen;"Bolivien;Europa";"Kunsthistoriker; Schriftsteller; Lyriker; Librettist; Grafiker; Designer";11869636X;1925-01-20;Männlich;0.0;0.0;1.0;S
555;Herrndorf, Wolfgang;Deutschland;"Schriftsteller; Maler; Zeichner";124287646;1965-06-12;Männlich;0.0;1.0;0.0;D
556;Steiner, George;"Großbritannien;Frankreich;USA";"Schriftsteller; Hochschullehrer; Kulturkritiker; Literaturwissenschaftler; Philosoph";119200244;1929-04-23;Männlich;0.0;0.0;0.0;
557;Velde, Henry van de;"Deutschland;Belgien;Schweiz";"Architekt; Kunsthandwerker; Architekt";118626442;1863-04-03;Männlich;0.0;1.0;0.0;D
558;Brockes, Barthold Heinrich;Deutschland;"Schriftsteller; Senator; Jurist; Komponist; Librettist";118515586;1680-09-22;Männlich;0.0;1.0;0.0;D
559;Eich, Günter;"Deutschland;Österreich";"Schriftsteller; Lyriker; Librettist; Dramatiker; Übersetzer; Schriftsteller; Rechtswissenschaft";118529374;1907-02-01;Männlich;1.0;1.0;0.0;D,Ö
560;Polidori, John William;Großbritannien;"Arzt; Schriftsteller";118920774;1795-09-07;Männlich;0.0;0.0;0.0;
561;Troßbach, Werner;Deutschland;"Historiker; Hochschullehrer";111067332;1955;Männlich;0.0;1.0;0.0;D
562;Campanella, Tommaso;Italien;"Philosoph; Katholischer Theologe";11863819X;1568-09-05;Männlich;0.0;0.0;0.0;
563;Knopper, Françoise;Frankreich;"Philologe; Germanist";1028750102;1947;Weiblich;0.0;0.0;0.0;
564;Renn, Ludwig;"Spanien;Deutschland";"Schriftsteller; Historiker";118599720;1889-04-22;Männlich;0.0;1.0;0.0;D
565;Dörrie, Doris;Deutschland;"Regisseur; Schauspieler; Drehbuchautor; Autor; Kamerafrau; Schauspieler; Librettist; Regisseur; Drehbuchautor; Kamerafrau";118817604;1955;Weiblich;0.0;1.0;0.0;D
566;Bodenheimer, Alfred;"Europa;Israel";"Historiker; Judaist; Hochschullehrer; Ordentlicher Professor; Kriminalschriftsteller";11475988X;1965;Männlich;0.0;0.0;1.0;S
568;Hagin, Anna Barbara;Deutschland;Schauspieler;1230575197;;Weiblich;0.0;1.0;0.0;D
569;Hentig, Hartmut von;Deutschland;"Pädagoge; Publizist; Sachbuchautor; Schriftsteller";118800345;1925-09-23;Männlich;0.0;1.0;0.0;D
570;Radecke, Gabriele;Deutschland;"Literaturwissenschaftler; Buchhändler";123987385;1967;Weiblich;0.0;1.0;0.0;D
571;Richter, Karin;Deutschland;"Germanist; Philologe; Literaturwissenschaftler; Pädagog";118199269;1943-02-13;Weiblich;0.0;1.0;0.0;D
572;Perutz, Leo;"Deutschland;Israel;Tschechische Republik;Österreich;Argentinien";"Schriftsteller; Schriftsteller";118740083;1882-11-02;Männlich;1.0;1.0;0.0;D,Ö
573;Mills, Charles Wright;USA;Soziologe;118784064;1916;Männlich;0.0;0.0;0.0;
575;Müller-Bahlke, Thomas J.;Deutschland;Historiker;120817330;1959;Unbekannt;0.0;1.0;0.0;D
576;Ortland, Eberhard;Deutschland;Wissenschaftlicher Mitarbeiter;188480692;;Männlich;0.0;1.0;0.0;D
577;Pock, Rosa;"Deutschland;Österreich";"Schriftsteller; Schauspieler";114377502;1949-04-17;Weiblich;1.0;1.0;0.0;D,Ö
578;Ewers, Hans-Heino;Deutschland;"Germanist; Literaturwissenschaftler";124148808;1949;Männlich;0.0;1.0;0.0;D
579;Backhaus, Ralph;Deutschland;Jurist;126791058;1950;Männlich;0.0;1.0;0.0;D
580;Spies, Bernhard;;Literaturwissenschaftler;172381584;1948;Männlich;;;;
581;Akrap, Doris;Deutschland;"Religionswissenschaftler; Kulturwissenschaftler; Schriftsteller; Journalist";1045587303;1974;Weiblich;0.0;1.0;0.0;D
582;Erdbrügger, Torsten;Deutschland;Literaturwissenschaftler;1033848999;1980;Männlich;0.0;1.0;0.0;D
583;Lipp, Wolfgang;Deutschland;"Schriftsteller; Librettist";135239451;;Männlich;0.0;1.0;0.0;D
584;Jahraus, Oliver;Deutschland;"Literaturwissenschaftler; Hochschullehrer";121662438;1964-11-13;Männlich;0.0;1.0;0.0;D
585;Nikolaus, von Kues, Kardinal;Deutschland;"Katholischer Theologe; Bischof; Philosoph";118588095;1401;Männlich;0.0;1.0;0.0;D
586;Bartl, Andrea;Deutschland;Literaturwissenschaftler;114391416;1968;Weiblich;0.0;1.0;0.0;D
587;Heine, Thomas Theodor;"Deutschland;Norwegen;Schweden;Tschechische Republik";"Karikaturist; Maler; Zeichner; Schriftsteller; Buchgestalter";118548034;1867-02-28;Männlich;0.0;1.0;0.0;D
588;Waechter, Friedrich Karl;"Polen;Deutschland";"Zeichner; Cartoonist; Kinderbuchautor; Schriftsteller; Drehbuchautor; Regisseur; Regisseur; Schriftsteller";118770551;1937-11-03;Männlich;0.0;1.0;0.0;D
589;Schönthaler, Philipp;Deutschland;"Schriftsteller; Philologe";140809619;1976-10-13;Männlich;0.0;1.0;0.0;D
590;Halm, Friedrich;"Österreich;Deutschland";"Schriftsteller; Schriftsteller; Freiherr";118720074;1806-04-02;Männlich;1.0;1.0;0.0;D,Ö
591;Himmler, Heinrich;Deutschland;"Politiker; Diplomlandwirt; Fahnenjunker; Nationalsozialist";11855123X;1900-10-07;Männlich;0.0;1.0;0.0;D
592;Zelle, Carsten;Deutschland;"Philologe; Germanist";136952399;1953;Männlich;0.0;1.0;0.0;D
593;Akhtar, Ayad;USA;"Schriftsteller; Dramatiker; Schauspieler";1026456800;1970;Männlich;0.0;0.0;0.0;
594;Wilke, Tobias;"USA;Deutschland";"Literaturwissenschaftler; Hochschullehrer";130838403;1976;Männlich;0.0;1.0;0.0;D
595;Calderón de la Barca, Pedro;Spanien;"Schriftsteller; Geistlicher; Dramatiker; Librettist; Lyriker; Schriftsteller";118518399;1600-01-17;Männlich;0.0;0.0;0.0;
596;Wolf, Ror;Deutschland;"Schriftsteller; Künstler; Drehbuchautor";118769901;1932-06-29;Männlich;0.0;1.0;0.0;D
597;Laudin, Gérard;Frankreich;Germanist;1271821567;1951;Männlich;0.0;0.0;0.0;
598;Jaspers, Karl;"Europa;Deutschland";"Philosoph; Arzt; Herausgeber; Psychiater";118557106;1883-02-23;Männlich;0.0;1.0;1.0;D,S
599;Montaigne, Michel Eyquem de;Frankreich;"Philosoph; Schriftsteller; Moralist";118583573;1533-02-28;Männlich;0.0;0.0;0.0;
600;Culler, Jonathan D.;"USA;Großbritannien";"Anglist; Literaturwissenschaftler; Hochschullehrer";118155180;1944;Männlich;0.0;0.0;0.0;
601;Rochow, Christian;Deutschland;"Literaturwissenschaftler; Übersetzer";121635783;1960;Männlich;0.0;1.0;0.0;D
602;Bernstein, Elsa;"Österreich;Deutschland";"Schriftsteller; Dramatiker; Librettist; Schriftsteller; Schauspieler";1060236745;1866-10-28;Weiblich;1.0;1.0;0.0;D,Ö
603;Schneider, Jost;Deutschland;"Linguist; Germanist; Hochschullehrer";120152592;1962;Männlich;0.0;1.0;0.0;D
604;Grogger, Paula;"Österreich;Deutschland";"Schriftsteller; Lehrer; Schriftsteller";118542389;1892-07-12;Weiblich;1.0;1.0;0.0;D,Ö
605;Luther, Martin;Deutschland;"Reformator; Theologe; Komponist; Übersetzer; Schriftsteller";118575449;1483-11-10;Männlich;0.0;1.0;0.0;D
606;Babelʹ, Isaak Ėmmanuilovič;"Russland;Ukraine";"Schriftsteller; Kriegsberichterstatter; Schriftsteller";118651390;1894-07-13;Männlich;0.0;0.0;0.0;
607;Köhler, Karen;"Deutschland;Europa";"Schauspieler; Schriftsteller; Dramatiker; Illustrator; Performancekünstler";1057898457;1974;Weiblich;0.0;1.0;1.0;D,S
608;Klingemann, Ernst August Friedrich;Deutschland;"Schriftsteller; Dramatiker; Theaterdirektor";118563300;1777-08-31;Männlich;0.0;1.0;0.0;D
609;Gelz, Andreas;Deutschland;Romanist;173031196;1964;Männlich;0.0;1.0;0.0;D
610;Haug, Wolfgang Fritz;Deutschland;"Philosoph; Hochschullehrer; Verleger";118546880;1936;Männlich;0.0;1.0;0.0;D
611;Johnston, Otto W.;Land unbekannt;Germanist;1089170106;;Unbekannt;0.0;0.0;0.0;
612;Iser, Wolfgang;Deutschland;"Philologe; Anglist; Literaturwissenschaftler";118914480;1926-07-22;Männlich;0.0;1.0;0.0;D
613;Ebrahimi, Nava;"Iran;Österreich";"Schriftsteller; Journalist";173913873;1978;Weiblich;1.0;0.0;0.0;Ö
614;Haraway, Donna;USA;"Biolog; Feminist; Hochschullehrer";131370952;1944;Weiblich;0.0;0.0;0.0;
615;Graser, Jörg;Deutschland;"Regisseur; Drehbuchautor; Regisseur; Schriftsteller";121527050;1951-12-30;Männlich;0.0;1.0;0.0;D
616;Gudehus, Christian;Deutschland;Sozialwissenschaftler;132131137;1968;Männlich;0.0;1.0;0.0;D
617;Zorn, Fritz;Europa;"Schriftsteller; Gymnasiallehrer";118773186;1944-04-10;Männlich;0.0;0.0;1.0;S
618;Podewski, Madleen;Deutschland;"Germanist; Literaturwissenschaftler; Hochschullehrer";123941199;1963;Männlich;0.0;1.0;0.0;D
619;Kondylēs, Panagiōtēs;"Griechenland;Deutschland";"Philosoph; Übersetzer; Privatgelehrter";11899249X;1943-08-17;Männlich;0.0;1.0;0.0;D
621;Mayer, Anna-Elisabeth;Österreich;Schriftsteller;14197169X;1977;Weiblich;1.0;0.0;0.0;Ö
622;Landes, Brigitte;Deutschland;"Regisseur; Dramaturg; Übersetzer; Autor; Dramaturg";109960211;1946-10-17;Weiblich;0.0;1.0;0.0;D
623;Bluhm, Lothar;Deutschland;"Germanist; Literaturwissenschaftler; Hochschullehrer";13255321X;1958;Männlich;0.0;1.0;0.0;D
624;Rabelais, François;Frankreich;"Schriftsteller; Satiriker; Librettist; Arzt; Humanist; Schriftsteller";118597450;1494;Männlich;0.0;0.0;0.0;
625;Alain-Fournier;Frankreich;"Schriftsteller; Offizier";11850133X;1886;Männlich;0.0;0.0;0.0;
626;Ruge, Eugen;Deutschland;"Schriftsteller; Autor; Regisseur; Übersetzer";142549940;1954-06-24;Männlich;0.0;1.0;0.0;D
627;Wolbring, Fabian;Deutschland;"Lehrer; Wissenschaftlicher Mitarbeiter; Literaturwissenschaftler";107398897X;1983-02-15;Männlich;0.0;1.0;0.0;D
628;Gall, Alfred;"Deutschland;Europa";"Slawist; Hochschullehrer";123126908;1971;Männlich;0.0;1.0;1.0;D,S
629;Öhlschläger, Claudia;Deutschland;Literaturwissenschaftler;128748435;1963;Weiblich;0.0;1.0;0.0;D
630;Klemperer, Victor;"Deutschland;Polen";"Philologe; Romanist; Schriftsteller; Publizist; Übersetzer";11856319X;1881-10-09;Männlich;0.0;1.0;0.0;D
631;Rabinyan, Dorit;Israel;"Journalist; Schriftsteller";120261197;1972;Weiblich;0.0;0.0;0.0;
632;Stippinger, Christa;Österreich;"Kulturmanager; Autor; Herausgeber; Regisseur";110353404;1951;Weiblich;1.0;0.0;0.0;Ö
633;Nizon, Paul;"Europa;Frankreich";"Schriftsteller; Kunsthistoriker";118588346;1929-12-19;Männlich;0.0;0.0;1.0;S
634;Rosei, Peter;"Deutschland;Österreich";"Schriftsteller; Jurist; Drehbuchautor; Schriftsteller";119041979;1946-06-17;Männlich;1.0;1.0;0.0;D,Ö
635;Funke, Cornelia;"Deutschland;USA";"Kinderbuchautor; Jugendbuchautor; Illustrator; Schriftsteller; Filmproduzent";119523604;1958-12-10;Weiblich;0.0;1.0;0.0;D
636;Berger, Hanna;"Österreich;Deutschland";"Tänzer; Choreograf; Tanzlehrer; Drehbuchautor; Widerstandskämpfer";142420034;1910-08-23;Weiblich;1.0;1.0;0.0;D,Ö
637;Hartleben, Otto Erich;"Deutschland;Italien";"Schriftsteller; Librettist";118546198;1864-06-03;Männlich;0.0;1.0;0.0;D
638;Alt, Peter-André;Deutschland;"Literaturwissenschaftler; Hochschullehrer";12199385X;1960-06-16;Männlich;0.0;1.0;0.0;D
639;Koestler, Arthur;"Ungarn;Großbritannien;Österreich;Israel";"Schriftsteller; Journalist; Politologe";118564536;1905-09-05;Männlich;1.0;0.0;0.0;Ö
640;Contessa;Deutschland;"Komponist; Musiker; Sänger";139164146;1984-07-01;Weiblich;0.0;1.0;0.0;D
641;Relotius, Claas;Deutschland;Journalist;1162957328;1985;Männlich;0.0;1.0;0.0;D
642;Stasiuk, Andrzej;Polen;"Schriftsteller; Journalist; Literaturkritiker; Verleger";118115138;1960;Männlich;0.0;0.0;0.0;
643;Strachey, James;Großbritannien;"Psychologe; Psychoanalytiker; Übersetzer; Kunstsammler";119307774;1887;Männlich;0.0;0.0;0.0;
644;Kris, Ernst;"USA;Großbritannien;Österreich";"Psychologe; Psychoanalytiker; Kunsthistoriker; Psychologe";116546344;1900-04-26;Männlich;1.0;0.0;0.0;Ö
645;Wolff, Christian von;Deutschland;"Philosoph; Jurist; Mathematiker; Physiker; Theologe; Hochschullehrer; Regierungsrat";118634771;1679-01-24;Männlich;0.0;1.0;0.0;D
646;Pabst, Stephan;Deutschland;Literaturwissenschaftler;1013824075;1972;Männlich;0.0;1.0;0.0;D
648;Lorenz, Matthias N.;Deutschland;"Kulturwissenschaftler; Akademischer Rat";123711770;1973;Unbekannt;0.0;1.0;0.0;D
649;Gikandi, Simon;USA;Philologe;135972248;1956;Männlich;0.0;0.0;0.0;
650;Innocenti, Roberto;Italien;"Illustrator; Grafiker; Bilderbuchautor";119466023;1940-02-16;Männlich;0.0;0.0;0.0;
651;Brahm, Otto;Deutschland;"Theaterkritiker; Theaterdirektor; Literarhistoriker; Schriftsteller; Theaterkritiker; Theaterdirektor";118514245;1856-02-04;Männlich;0.0;1.0;0.0;D
652;Diederichsen, Diedrich;"Österreich;Deutschland";"Kulturwissenschaftler; Hochschullehrer; Journalist; Lehrer; Autor; Schriftsteller; Schauspieler; Wissenschaftler";130448001;1957-08-15;Männlich;1.0;1.0;0.0;D,Ö
653;Winter, Max;Österreich;"Schriftsteller; Ghostwriter; Künstler";1268644293;1979;Männlich;1.0;0.0;0.0;Ö
654;North, Michael;;Anglist;173839649;1951;Männlich;;;;
655;Mauthner, Fritz;"Deutschland;Österreich;Tschechische Republik";"Schriftsteller; Philosoph; Kritiker; Redakteur; Herausgeber; Dramatiker; Theaterkritiker";118579304;1849-11-22;Männlich;1.0;1.0;0.0;D,Ö
656;Durst, Uwe;Deutschland;"Lektor <Hochschule>; Literaturwissenschaftler";122770064;1965;Männlich;0.0;1.0;0.0;D
657;Stevenson, Robert L.;USA;Hochschullehrer;1028025068;1963;Unbekannt;0.0;0.0;0.0;
658;Scheidt, Caspar;Deutschland;"Schriftsteller; Hofmeister";118754386;1520;Männlich;0.0;1.0;0.0;D
660;Sontag, Susan;USA;"Schriftsteller; Regisseur; Schriftsteller";118751506;1933-01-16;Weiblich;0.0;0.0;0.0;
661;Alembert, Jean Le Rond d';Frankreich;"Mathematiker; Philosoph; Physiker; Schriftsteller; Musikschriftsteller";11850178X;1717-11-16;Männlich;0.0;0.0;0.0;
662;Bal, Mieke;Niederlande;"Kulturwissenschaftler; Kunstkritiker; Videokünstler";118860615;1946;Weiblich;0.0;0.0;0.0;
663;Hark, Sabine;Deutschland;"Soziolog; Hochschullehrer";113486162;1962;Weiblich;0.0;1.0;0.0;D
665;Wittenwiler, Heinrich;"Europa;Deutschland;Japan";"Rechtsgelehrter; Schriftsteller; Hofmeister";118634267;;Männlich;0.0;1.0;1.0;D,S
666;Bolecka, Anna;Polen;Schriftsteller;118175440;1951;Weiblich;0.0;0.0;0.0;
667;Dangarembga, Tsitsi;"Simbabwe;Großbritannien";"Regisseur; Schriftsteller";123228050;1959-02-14;Weiblich;0.0;0.0;0.0;
668;Kopetzki, Annette;Deutschland;"Übersetzer; Journalist; Dozent";136146341;1954;Weiblich;0.0;1.0;0.0;D
669;Haß, Ulrike;Deutschland;"Theaterwissenschaftler; Literaturwissenschaftler; Jugendbuchautor; Kinderbuchautor; Lektorin <Verlag>; Hochschullehrer";122240324;1950;Weiblich;0.0;1.0;0.0;D
670;Mosenthal, Salomon Hermann von;"Deutschland;Juden;Österreich";"Schriftsteller; Librettist; Liederdichter; Dramatiker; Bibliothekar";101363184;1821-01-14;Männlich;1.0;1.0;0.0;D,Ö
671;Rinck, Monika;"Deutschland;Österreich";"Schriftsteller; Übersetzer; Librettist";129435856;1969-04-29;Weiblich;1.0;1.0;0.0;D,Ö
672;Richter, Simon;USA;"Philologe; Germanist";134234952;1957;Männlich;0.0;0.0;0.0;
673;Kaelble, Hartmut;Deutschland;Historiker;120833352;1940-04-12;Männlich;0.0;1.0;0.0;D
674;Erdmann, Johann Eduard;"Deutschland;Lettland";"Philosoph; Theologe; Schriftsteller; Hochschullehrer; Psychologe";118682261;1805-06-05;Männlich;0.0;1.0;0.0;D
675;Eskin, Michael;USA;"Philosoph; Übersetzer; Verleger; Kritiker";1031724303;1966;Männlich;0.0;0.0;0.0;
676;Lemmer, Manfred;Deutschland;"Philologe; Linguist; Germanist";119144778;1928-07-27;Männlich;0.0;1.0;0.0;D
677;Scheiffele, Eberhard;"Japan;Deutschland";Germanist;11719428X;1942;Männlich;0.0;1.0;0.0;D
678;Pitigrilli;Italien;"Publizist; Journalist";119493888;1893;Männlich;0.0;0.0;0.0;
679;Gellert, Christian Fürchtegott;Deutschland;"Schriftsteller; Philosoph; Hochschullehrer; Librettist";118538322;1715-07-04;Männlich;0.0;1.0;0.0;D
680;Asimov, Isaac;"USA;Russland";"Schriftsteller; Biochemiker; Hochschullehrer";118646109;1920-01-02;Männlich;0.0;0.0;0.0;
681;Jonson, Ben;Großbritannien;"Dramatiker; Schriftsteller; Lyriker; Librettist; Dramatiker";118558323;1572-06-11;Männlich;0.0;0.0;0.0;
682;Goethe, Johann Wolfgang von;Deutschland;"Schriftsteller; Publizist; Politiker; Jurist; Naturwissenschaftler; Theaterintendant; Maler; Zeichner";118540238;1749-08-28;Männlich;0.0;1.0;0.0;D
683;Ebeling, Elisabeth;Deutschland;"Schriftsteller; Librettist; Dramatiker";116320850;1828-07-30;Weiblich;0.0;1.0;0.0;D
684;Fasel, Christoph;Deutschland;Journalist;137138555;1957;Männlich;0.0;1.0;0.0;D
685;Hann, Chris;"Deutschland;Großbritannien";Anthropologe;124477593;1953;Männlich;0.0;1.0;0.0;D
686;Bechstein, Ludwig;Deutschland;"Maler; Illustrator";116099992;1843-07-01;Männlich;0.0;1.0;0.0;D
687;Dor, Milo;"Österreich;Serbien";"Schriftsteller; Übersetzer";104594896;1923-03-07;Männlich;1.0;0.0;0.0;Ö
688;Simonis, Annette;Deutschland;"Germanist; Literaturwissenschaftler; Hochschullehrer";128988622;1965;Weiblich;0.0;1.0;0.0;D
691;Lentz, Michael;Deutschland;"Regisseur; Drehbuchautor; Schriftsteller; Filmproduzent";1012609324;1926-09-09;Männlich;0.0;1.0;0.0;D
692;Strauß, Simon;Deutschland;"Schriftsteller; Journalist; Historiker";1075939410;1988;Männlich;0.0;1.0;0.0;D
693;Hünger, Nancy;Deutschland;Schriftsteller;133293815;1981;Weiblich;0.0;1.0;0.0;D
694;Muszer, Dariusz;"Polen;Deutschland";"Schriftsteller; Übersetzer; Journalist; Musikant; Schauspieler; Regisseur";122888162;1959-03-29;Männlich;0.0;1.0;0.0;D
695;Kolmar, Gertrud;Deutschland;"Schriftsteller; Lyriker; Dramatiker; Librettist";118564951;1894-12-10;Weiblich;0.0;1.0;0.0;D
696;Künzel, Christine;Deutschland;"Literaturwissenschaftler; Germanist; Herausgeber; Schauspieler";124492223;1963;Weiblich;0.0;1.0;0.0;D
697;Klar, Elisabeth;Österreich;"Schriftsteller; Literaturwissenschaftler";1042403120;1986;Weiblich;1.0;0.0;0.0;Ö
698;Gibson, William;USA;"Schriftsteller; Drehbuchautor";122161262;1914-11-13;Männlich;0.0;0.0;0.0;
699;Palm, Kerstin;Deutschland;"Biolog; Kulturwissenschaftler; Hochschullehrer";1137078499;;Weiblich;0.0;1.0;0.0;D
700;Rosenplüt, Hans;Deutschland;"Schriftsteller; Meistersinger; Handwerker";118791176;1400;Männlich;0.0;1.0;0.0;D
701;Mitterer, Felix;"Österreich;Irland;Deutschland";"Schriftsteller; Dramatiker; Drehbuchautor; Schauspieler; Schauspieler; Schriftsteller";119022370;1948-02-06;Männlich;1.0;1.0;0.0;D,Ö
702;Wilkomirski, Binjamin;Europa;Schriftsteller;119375834;1941;Unbekannt;0.0;0.0;1.0;S
703;McLuhan, Marshall;Kanada;"Medienwissenschaftler; Literaturwissenschaftler; Literaturkritiker; Philosoph; Publizist";118729977;1911-07-21;Männlich;0.0;0.0;0.0;
704;Mendelssohn, Moses;Deutschland;"Philosoph; Literaturwissenschaftler; Philosoph; Wissenschaftler";118580744;1729-09-06;Männlich;0.0;1.0;0.0;D
705;Löns, Hermann;Deutschland;"Schriftsteller; Journalist; Librettist; Journalist; Schriftsteller; Dramaturg";118573853;1866-08-29;Männlich;0.0;1.0;0.0;D
706;Warner, Ansgar;Deutschland;"Journalist; Kulturwissenschaftler; Chefredakteur; Herausgeber; Autor; Germanist";133349039;1971;Männlich;0.0;1.0;0.0;D
707;Hoffmann, Dieter;Deutschland;"Schriftsteller; Lyriker; Redakteur; Kunstkritiker";118705849;1934-08-02;Männlich;0.0;1.0;0.0;D
708;Wende, Waltraud;Deutschland;"Hochschullehrer; Politiker; Germanist";123993156;1957;Weiblich;0.0;1.0;0.0;D
710;Montandon, Alain;Frankreich;"Literaturwissenschaftler; Hochschullehrer; Übersetzer";111358345;1945;Männlich;0.0;0.0;0.0;
712;Engel, Manfred;"Großbritannien;Deutschland";"Literaturwissenschaftler; Germanist; Kulturwissenschaftler; Herausgeber";129248657;1953-03-01;Männlich;0.0;1.0;0.0;D
713;Jüttner, Siegfried;Deutschland;"Literaturwissenschaftler; Romanist";107236303;1941;Männlich;0.0;1.0;0.0;D
714;Henisch, Peter;Österreich;"Schriftsteller; Journalist; Musiker; Lyriker; Dramatiker; Übersetzer";118850237;1943-08-27;Männlich;1.0;0.0;0.0;Ö
716;Kuntsch, Margarethe Susanne von;Deutschland;Schriftsteller;118873709;1657;Weiblich;0.0;1.0;0.0;D
717;Goldberg, Adele;;Informatiker;132191067;;Weiblich;;;;
718;Krauss, Werner;Deutschland;"Philologe; Romanist; Literaturwissenschaftler; Hochschullehrer; Übersetzer";118566393;1900-06-07;Männlich;0.0;1.0;0.0;D
719;Heister, Hanns-Werner;Deutschland;Musikwissenschaftler;123511763;1946;Männlich;0.0;1.0;0.0;D
720;Sorkin, David;USA;"Historiker; Judaist";122202228;1958;Männlich;0.0;0.0;0.0;
721;Berg, Leo;"Juden;Deutschland";"Schriftsteller; Journalist; Kritiker; Übersetzer; Kritiker; Literaturwissenschaftler";116129689;1862-04-29;Männlich;0.0;1.0;0.0;D
722;Graus, František;"Tschechische Republik;Europa;Deutschland";"Historiker; Hochschullehrer";118541722;1921-12-14;Männlich;0.0;1.0;1.0;D,S
723;Krieger, Murray;USA;"Literaturwissenschaftler; Literaturkritiker; Hochschullehrer";119286378;1923-11-27;Männlich;0.0;0.0;0.0;
724;Schmitz, Helmut;"Deutschland;Großbritannien";"Germanist; Philologe; Hochschullehrer";115505202;1964;Männlich;0.0;1.0;0.0;D
725;Reiff, Lea;Deutschland;"Germanist; Archäolog";1250914523;;Weiblich;0.0;1.0;0.0;D
726;Tarr, Béla;Ungarn;"Filmregisseur; Filmproduzent; Drehbuchautor; Regisseur";1020678070;1955-07-21;Männlich;0.0;0.0;0.0;
727;Montúfar, Carlos;Land unbekannt;"Architekt; Maler";1171346670;;Männlich;0.0;0.0;0.0;
728;Sengle, Friedrich;Deutschland;"Germanist; Literarhistoriker";118764608;1909-11-14;Männlich;0.0;1.0;0.0;D
730;Kuester, Martin;Deutschland;"Anglist; Philologe; Hochschullehrer; Sachbuchautor";121750531;1958-03-18;Männlich;0.0;1.0;0.0;D
731;Bleutge, Nico;Deutschland;"Schriftsteller; Lyriker; Literaturkritiker";128555068;1972-10-13;Männlich;0.0;1.0;0.0;D
732;Šklovskij, Viktor Borisovič;"Sowjetunion;Russland";"Schriftsteller; Drehbuchautor";118765701;1893;Männlich;0.0;0.0;0.0;
733;Mecheril, Paul;Deutschland;Pädagoge;115581308;1962;Männlich;0.0;1.0;0.0;D
734;Demetz, Peter;"USA;Tschechische Republik";"Philologe; Germanist; Literaturwissenschaftler; Hochschullehrer; Übersetzer";119116359;1922-10-21;Männlich;0.0;0.0;0.0;
735;Ludwig, Paula;"Deutschland;Österreich";"Künstler; Zeichner; Schriftsteller; Lyriker; Librettist; Maler";118959948;1900-01-05;Weiblich;1.0;1.0;0.0;D,Ö
736;Schiaparelli, Giovanni V.;Italien;Astronom;117225967;1835-03-14;Männlich;0.0;0.0;0.0;
737;Schätzing, Frank;Deutschland;"Schriftsteller; Sprecher; Werbefachmann; Geschäftsführer; Schriftsteller";115647058;1957;Männlich;0.0;1.0;0.0;D
738;Schwan, Alexander;Deutschland;"Politologe; Hochschullehrer; Philosoph";129586560;1931-02-01;Männlich;0.0;1.0;0.0;D
739;Villinger, Rahel;Deutschland;"Literaturwissenschaftler; Philosoph; Germanist";1176689363;1981;Weiblich;0.0;1.0;0.0;D
740;Honecker, Erich;"Deutschland (DDR);Chile;Deutschland";"Politiker; Staatsoberhaupt";118553399;1912-08-25;Männlich;0.0;1.0;0.0;D
741;Wienes, Robert;Deutschland;"Schriftsteller; Antifaschist";111197740;;Männlich;0.0;1.0;0.0;D
742;Dell'Anno, Sina;Europa;"Germanist; Literaturwissenschaftler";1116742357;1991;Weiblich;0.0;0.0;1.0;S
743;Ballestra-Puech, Sylvie;;Literaturwissenschaftler;172585708;1964;Weiblich;;;;
744;Kantzenbach, Friedrich Wilhelm;"Deutschland;Frankreich";Evangelischer Theologe;115768904;1932-08-30;Männlich;0.0;1.0;0.0;D
745;Miller, Stephen;USA;"Journalist; Literaturwissenschaftler";1065203020;1941;Männlich;0.0;0.0;0.0;
746;Hanika, Beate Teresa;Deutschland;"Schriftsteller; Fotograf; Fotomodell";137369298;1976;Weiblich;0.0;1.0;0.0;D
747;David, Jakob Julius;"Deutschland;Österreich";"Schriftsteller; Schriftsteller";118671103;1859-02-06;Männlich;1.0;1.0;0.0;D,Ö
748;Janowitz, Franz;"Österreich;Slowenien;Deutschland;Tschechische Republik";"Schriftsteller; Schriftsteller";119060906;1892-07-28;Männlich;1.0;1.0;0.0;D,Ö
